"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Relative Humidity"
"2/24/1979","-118.125","33.8768005371094","8","20.149","6.01100000000002","0.579720865228321",
"2/25/1979","-118.125","33.8768005371094","8","20.595","8.97500000000002","0.510715231579119",
"2/26/1979","-118.125","33.8768005371094","8","17.982","8.03300000000002","0.628839975331091",
"2/27/1979","-118.125","33.8768005371094","8","19.13","5.983","0.537081692934955",
"2/28/1979","-118.125","33.8768005371094","8","18.364","6.923","0.541103111601266",
"3/1/1979","-118.125","33.8768005371094","8","12.627","4.85300000000001","0.799994961958417",
"3/2/1979","-118.125","33.8768005371094","8","15.477","2.75","0.580957490916575",
"3/3/1979","-118.125","33.8768005371094","8","18.498","6.26999999999998","0.619911605663024",
"3/4/1979","-118.125","33.8768005371094","8","22.461","9.274","0.550038421600489",
"3/5/1979","-118.125","33.8768005371094","8","27.249","12.524","0.414201882490885",
"3/6/1979","-118.125","33.8768005371094","8","30.109","14.883","0.388130130767181",
"3/7/1979","-118.125","33.8768005371094","8","27.032","14.237","0.466764519910154",
"3/8/1979","-118.125","33.8768005371094","8","23.723","10.223","0.587192419111926",
"3/9/1979","-118.125","33.8768005371094","8","19.674","7.95999999999998","0.697926632718417",
"3/10/1979","-118.125","33.8768005371094","8","23.379","8.541","0.600729042904104",
"3/11/1979","-118.125","33.8768005371094","8","24.216","12.181","0.484073355474596",
"3/12/1979","-118.125","33.8768005371094","8","23.503","10.241","0.566477526393616",
"3/13/1979","-118.125","33.8768005371094","8","16.647","11.397","0.809662907707608",
"3/14/1979","-118.125","33.8768005371094","8","18.563","7.24400000000003","0.784708415203568",
"3/15/1979","-118.125","33.8768005371094","8","17.142","7.42599999999999","0.77635972694276",
"3/16/1979","-118.125","33.8768005371094","8","16.006","7.06099999999998","0.690580375956458",
"3/17/1979","-118.125","33.8768005371094","8","15.789","7.58499999999998","0.772034141532616",
"3/18/1979","-118.125","33.8768005371094","8","15.168","7.04500000000002","0.797462218710632",
"3/19/1979","-118.125","33.8768005371094","8","12.332","6.13900000000001","0.901952529114807",
"3/20/1979","-118.125","33.8768005371094","8","13.942","5.75200000000001","0.828215007258075",
"3/21/1979","-118.125","33.8768005371094","8","13.11","5.89100000000002","0.878759458199147",
"3/22/1979","-118.125","33.8768005371094","8","16.745","5.74099999999999","0.77141910889435",
"3/23/1979","-118.125","33.8768005371094","8","18.226","1.50400000000002","0.755001514940072",
"3/24/1979","-118.125","33.8768005371094","8","20.206","0.358000000000004","0.794686165107065",
"3/25/1979","-118.125","33.8768005371094","8","20.069","2.86000000000001","0.764392576874777",
"3/26/1979","-118.125","33.8768005371094","8","18.414","1.09800000000001","0.953926684954116",
"3/27/1979","-118.125","33.8768005371094","8","13.636","5.17399999999998","0.992386009302752",
"3/28/1979","-118.125","33.8768005371094","8","12.963","-0.0919999999999845","0.956516951697543",
"3/29/1979","-118.125","33.8768005371094","8","14.274","-1.18900000000002","0.958201215491382",
"3/30/1979","-118.125","33.8768005371094","8","17.685","-1.19","0.940948092447172",
"3/31/1979","-118.125","33.8768005371094","8","18.964","3.11599999999999","0.935062522576378",
"4/1/1979","-118.125","33.8768005371094","8","18.898","3.51900000000001","0.765745543712274",
"4/2/1979","-118.125","33.8768005371094","8","20.955","7.34100000000001","0.487219268783919",
"4/3/1979","-118.125","33.8768005371094","8","22.94","8.69499999999999","0.438154646811098",
"4/4/1979","-118.125","33.8768005371094","8","25.022","12.314","0.414830649652546",
"4/5/1979","-118.125","33.8768005371094","8","25.436","12.237","0.475331509844805",
"4/6/1979","-118.125","33.8768005371094","8","20.61","8.68000000000001","0.637352712554743",
"4/7/1979","-118.125","33.8768005371094","8","19.982","7.72199999999998","0.719590978117983",
"4/8/1979","-118.125","33.8768005371094","8","21.494","8.25599999999997","0.63680727118468",
"4/9/1979","-118.125","33.8768005371094","8","20.23","9.334","0.602614583100193",
"4/10/1979","-118.125","33.8768005371094","8","19.791","8.75","0.413240820124325",
"4/11/1979","-118.125","33.8768005371094","8","21.423","9.22000000000003","0.489560562602906",
"4/12/1979","-118.125","33.8768005371094","8","25.639","10.633","0.472661579189453",
"4/13/1979","-118.125","33.8768005371094","8","27.539","14.3","0.377410724543833",
"4/14/1979","-118.125","33.8768005371094","8","26.722","12.829","0.375888152934578",
"4/15/1979","-118.125","33.8768005371094","8","25.315","10.742","0.511041692725299",
"4/16/1979","-118.125","33.8768005371094","8","21.175","8.38400000000001","0.684606881614161",
"4/17/1979","-118.125","33.8768005371094","8","18.467","7.608","0.669113615052527",
"4/18/1979","-118.125","33.8768005371094","8","19.772","7.43400000000003","0.466824708242255",
"4/19/1979","-118.125","33.8768005371094","8","23.438","7.274","0.27100666812984",
"4/20/1979","-118.125","33.8768005371094","8","26.259","10.485","0.299525039309049",
"4/21/1979","-118.125","33.8768005371094","8","25.029","7.93099999999998","0.488168156927741",
"4/22/1979","-118.125","33.8768005371094","8","21.299","7.59899999999999","0.583535215971645",
"4/23/1979","-118.125","33.8768005371094","8","20.066","7.97699999999998","0.640600252299768",
"4/24/1979","-118.125","33.8768005371094","8","22.144","8.72800000000001","0.583323624189112",
"4/25/1979","-118.125","33.8768005371094","8","24.759","9.19400000000002","0.559677066289122",
"4/26/1979","-118.125","33.8768005371094","8","24.178","9.774","0.620195918326442",
"4/27/1979","-118.125","33.8768005371094","8","20.066","10.161","0.767204448292462",
"4/28/1979","-118.125","33.8768005371094","8","23.544","8.51400000000001","0.552112050333812",
"4/29/1979","-118.125","33.8768005371094","8","23.753","10.902","0.493491451036753",
"4/30/1979","-118.125","33.8768005371094","8","19.892","10.218","0.725484624528184",
"5/1/1979","-118.125","33.8768005371094","8","18.993","8.46699999999998","0.733595425839692",
"5/2/1979","-118.125","33.8768005371094","8","20.909","9.137","0.718436233443844",
"5/3/1979","-118.125","33.8768005371094","8","23.571","10.311","0.712247327935195",
"5/4/1979","-118.125","33.8768005371094","8","25.259","8.286","0.603169927971045",
"5/5/1979","-118.125","33.8768005371094","8","22.582","9.03199999999998","0.586373858622399",
"5/6/1979","-118.125","33.8768005371094","8","21.028","8.97199999999998","0.621798529929084",
"5/7/1979","-118.125","33.8768005371094","8","19.875","7.74700000000001","0.618513991960179",
"5/8/1979","-118.125","33.8768005371094","8","19.359","10.223","0.428397896487979",
"5/9/1979","-118.125","33.8768005371094","8","21.53","9.452","0.387874915283672",
"5/10/1979","-118.125","33.8768005371094","8","25.494","10.444","0.30890121795989",
"5/11/1979","-118.125","33.8768005371094","8","30.173","14.309","0.223433541346202",
"5/12/1979","-118.125","33.8768005371094","8","34.271","17.805","0.167105846716446",
"5/13/1979","-118.125","33.8768005371094","8","35.587","20.322","0.111338073835261",
"5/14/1979","-118.125","33.8768005371094","8","32.098","15.476","0.237698507056178",
"5/15/1979","-118.125","33.8768005371094","8","25.075","11.353","0.551089645233954",
"5/16/1979","-118.125","33.8768005371094","8","21.672","10.137","0.69937101478735",
"5/17/1979","-118.125","33.8768005371094","8","21.987","10.14","0.723410483913315",
"5/18/1979","-118.125","33.8768005371094","8","20.766","10.494","0.70457560521334",
"5/19/1979","-118.125","33.8768005371094","8","21.266","9.548","0.716540928425514",
"5/20/1979","-118.125","33.8768005371094","8","19.547","10.101","0.749487382321758",
"5/21/1979","-118.125","33.8768005371094","8","22.809","11.001","0.724272523438177",
"5/22/1979","-118.125","33.8768005371094","8","24.844","12.372","0.716179312212522",
"5/23/1979","-118.125","33.8768005371094","8","27.875","14.444","0.568406322225325",
"5/24/1979","-118.125","33.8768005371094","8","25.528","11.893","0.587189774459286",
"5/25/1979","-118.125","33.8768005371094","8","25.313","10.029","0.594854644422687",
"5/26/1979","-118.125","33.8768005371094","8","24.902","11.678","0.632212041492507",
"5/27/1979","-118.125","33.8768005371094","8","21.85","10.484","0.699338214936387",
"5/28/1979","-118.125","33.8768005371094","8","21.26","8.82600000000002","0.739266480280259",
"5/29/1979","-118.125","33.8768005371094","8","23.101","11.065","0.737483372059422",
"5/30/1979","-118.125","33.8768005371094","8","22.121","11.753","0.706364353562611",
"5/31/1979","-118.125","33.8768005371094","8","24.869","10.288","0.611477396856788",
"6/1/1979","-118.125","33.8768005371094","8","26.502","12.527","0.615249531504089",
"6/2/1979","-118.125","33.8768005371094","8","26.297","10.581","0.541933222508166",
"6/3/1979","-118.125","33.8768005371094","8","27.64","13.14","0.488264393668059",
"6/4/1979","-118.125","33.8768005371094","8","26.424","12.025","0.555397612862504",
"6/5/1979","-118.125","33.8768005371094","8","24.558","13.312","0.65810009207291",
"6/6/1979","-118.125","33.8768005371094","8","24.122","11.547","0.678196433177756",
"6/7/1979","-118.125","33.8768005371094","8","22.135","12.807","0.766632735791937",
"6/8/1979","-118.125","33.8768005371094","8","28.915","10.058","0.392120737039764",
"6/9/1979","-118.125","33.8768005371094","8","35.595","18.312","0.116043274032546",
"6/10/1979","-118.125","33.8768005371094","8","38.528","21.957","0.099006156142973",
"6/11/1979","-118.125","33.8768005371094","8","40.524","22.136","0.14492153894124",
"6/12/1979","-118.125","33.8768005371094","8","37.782","20.034","0.272714665360461",
"6/13/1979","-118.125","33.8768005371094","8","34.33","18.277","0.319488411747018",
"6/14/1979","-118.125","33.8768005371094","8","31.252","16.268","0.361887384623447",
"6/15/1979","-118.125","33.8768005371094","8","29.165","15.512","0.408734062956664",
"6/16/1979","-118.125","33.8768005371094","8","24.764","12.987","0.559089476953867",
"6/17/1979","-118.125","33.8768005371094","8","22.047","11.895","0.645746532394539",
"6/18/1979","-118.125","33.8768005371094","8","23.045","9.55799999999999","0.662635063244263",
"6/19/1979","-118.125","33.8768005371094","8","27.718","10.652","0.527447509860433",
"6/20/1979","-118.125","33.8768005371094","8","26.277","10.71","0.569718267572496",
"6/21/1979","-118.125","33.8768005371094","8","25.418","11.131","0.656319561254574",
"6/22/1979","-118.125","33.8768005371094","8","26.663","10.966","0.614126985337931",
"6/23/1979","-118.125","33.8768005371094","8","27.725","11.912","0.573672567213462",
"6/24/1979","-118.125","33.8768005371094","8","26.699","11.019","0.616205349610102",
"6/25/1979","-118.125","33.8768005371094","8","29.33","11.235","0.557515556090144",
"6/26/1979","-118.125","33.8768005371094","8","32.619","15.205","0.389258345019084",
"6/27/1979","-118.125","33.8768005371094","8","37.46","20.198","0.237834967471208",
"6/28/1979","-118.125","33.8768005371094","8","36.833","19.67","0.252632879654797",
"6/29/1979","-118.125","33.8768005371094","8","35.117","18.226","0.280564628308786",
"6/30/1979","-118.125","33.8768005371094","8","30.361","15.772","0.418874611731038",
"7/1/1979","-118.125","33.8768005371094","8","25.805","11.633","0.554045264242022",
"7/2/1979","-118.125","33.8768005371094","8","22.167","9.495","0.677778348105612",
"7/3/1979","-118.125","33.8768005371094","8","22.188","8.19600000000003","0.704670302688015",
"7/4/1979","-118.125","33.8768005371094","8","23.84","11.068","0.691699545570398",
"7/5/1979","-118.125","33.8768005371094","8","26.004","11.836","0.614632598743544",
"7/6/1979","-118.125","33.8768005371094","8","26.564","11.085","0.57616187220088",
"7/7/1979","-118.125","33.8768005371094","8","30.119","12.93","0.433325843628662",
"7/8/1979","-118.125","33.8768005371094","8","32.136","14.705","0.339836428699265",
"7/9/1979","-118.125","33.8768005371094","8","32.71","15.276","0.369260509215398",
"7/10/1979","-118.125","33.8768005371094","8","31.892","14.35","0.361871724857122",
"7/11/1979","-118.125","33.8768005371094","8","28.573","15.253","0.434223983959448",
"7/12/1979","-118.125","33.8768005371094","8","30.91","15.013","0.387047903667494",
"7/13/1979","-118.125","33.8768005371094","8","28.898","15.324","0.49721123456422",
"7/14/1979","-118.125","33.8768005371094","8","28.852","13.496","0.547184254065611",
"7/15/1979","-118.125","33.8768005371094","8","31.89","14.246","0.461396976216842",
"7/16/1979","-118.125","33.8768005371094","8","33.991","14.35","0.394610238072357",
"7/17/1979","-118.125","33.8768005371094","8","31.93","18.13","0.423118945625297",
"7/18/1979","-118.125","33.8768005371094","8","35.489","15.726","0.326957766467237",
"7/19/1979","-118.125","33.8768005371094","8","35.463","21.644","0.271907555356398",
"7/20/1979","-118.125","33.8768005371094","8","29.071","19.393","0.545067542385498",
"7/21/1979","-118.125","33.8768005371094","8","29.886","16.306","0.570401428536638",
"7/22/1979","-118.125","33.8768005371094","8","28.133","14.35","0.611028280633948",
"7/23/1979","-118.125","33.8768005371094","8","29.555","15.043","0.539678883004346",
"7/24/1979","-118.125","33.8768005371094","8","31.368","15.911","0.493261748672182",
"7/25/1979","-118.125","33.8768005371094","8","29.206","14.365","0.573954117156735",
"7/26/1979","-118.125","33.8768005371094","8","29.045","13.763","0.566022692172028",
"7/27/1979","-118.125","33.8768005371094","8","28.324","12.719","0.63624276829352",
"7/28/1979","-118.125","33.8768005371094","8","30.529","13.034","0.522590793754869",
"7/29/1979","-118.125","33.8768005371094","8","30.944","14.329","0.448354254030537",
"7/30/1979","-118.125","33.8768005371094","8","30.011","12.216","0.440992586215502",
"7/31/1979","-118.125","33.8768005371094","8","32.021","14.467","0.428223408738103",
"8/1/1979","-118.125","33.8768005371094","8","29.252","14.745","0.525244461910427",
"8/2/1979","-118.125","33.8768005371094","8","25.942","14.167","0.673449478676003",
"8/3/1979","-118.125","33.8768005371094","8","25.932","12.776","0.665847414422979",
"8/4/1979","-118.125","33.8768005371094","8","28.859","13.037","0.560302071371292",
"8/5/1979","-118.125","33.8768005371094","8","30.112","14.568","0.505323269300793",
"8/6/1979","-118.125","33.8768005371094","8","32.243","16.79","0.521235164532339",
"8/7/1979","-118.125","33.8768005371094","8","31.438","18.68","0.533598821846872",
"8/8/1979","-118.125","33.8768005371094","8","29.861","17.606","0.617775927971615",
"8/9/1979","-118.125","33.8768005371094","8","32.054","16.424","0.599231082757555",
"8/10/1979","-118.125","33.8768005371094","8","30.022","13.947","0.54357078334088",
"8/11/1979","-118.125","33.8768005371094","8","28.8","14.16","0.553238037526692",
"8/12/1979","-118.125","33.8768005371094","8","25.944","13.345","0.66660666937444",
"8/13/1979","-118.125","33.8768005371094","8","25.962","11.139","0.627615006345634",
"8/14/1979","-118.125","33.8768005371094","8","26.887","12.526","0.619659765837673",
"8/15/1979","-118.125","33.8768005371094","8","27.545","12.928","0.63882013290337",
"8/16/1979","-118.125","33.8768005371094","8","27.82","12.422","0.637778049344539",
"8/17/1979","-118.125","33.8768005371094","8","28.16","14.696","0.615223405858956",
"8/18/1979","-118.125","33.8768005371094","8","27.074","14.169","0.639370151305826",
"8/19/1979","-118.125","33.8768005371094","8","26.905","13.014","0.657682287542707",
"8/20/1979","-118.125","33.8768005371094","8","25.531","11.881","0.713905229458422",
"8/21/1979","-118.125","33.8768005371094","8","27.844","11.96","0.685873765812405",
"8/22/1979","-118.125","33.8768005371094","8","31.286","12.689","0.527828122957442",
"8/23/1979","-118.125","33.8768005371094","8","34.557","15.381","0.399465456550828",
"8/24/1979","-118.125","33.8768005371094","8","32.759","17.438","0.331899174948484",
"8/25/1979","-118.125","33.8768005371094","8","32.546","18.611","0.268902601027111",
"8/26/1979","-118.125","33.8768005371094","8","30.874","16.983","0.310800835338267",
"8/27/1979","-118.125","33.8768005371094","8","34.338","18.181","0.315771474209974",
"8/28/1979","-118.125","33.8768005371094","8","27.44","14.337","0.556810252855174",
"8/29/1979","-118.125","33.8768005371094","8","24.614","13.464","0.764006851787923",
"8/30/1979","-118.125","33.8768005371094","8","26.448","13.924","0.764710104808339",
"8/31/1979","-118.125","33.8768005371094","8","26.867","12.817","0.726954809535186",
"9/1/1979","-118.125","33.8768005371094","8","27.16","11.716","0.680938576872735",
"9/2/1979","-118.125","33.8768005371094","8","30.219","12.81","0.522504596562041",
"9/3/1979","-118.125","33.8768005371094","8","32.251","17.117","0.400886084593766",
"9/4/1979","-118.125","33.8768005371094","8","31.782","15.525","0.462385605383798",
"9/5/1979","-118.125","33.8768005371094","8","30.807","15.283","0.53757745552927",
"9/6/1979","-118.125","33.8768005371094","8","31.735","15.429","0.459309609561936",
"9/7/1979","-118.125","33.8768005371094","8","34.143","18.097","0.319084171462613",
"9/8/1979","-118.125","33.8768005371094","8","38.488","21.925","0.261182312878848",
"9/9/1979","-118.125","33.8768005371094","8","40.916","23.717","0.191556110334113",
"9/10/1979","-118.125","33.8768005371094","8","39.642","22.844","0.272059171218822",
"9/11/1979","-118.125","33.8768005371094","8","38.138","21.869","0.285884987218688",
"9/12/1979","-118.125","33.8768005371094","8","36.128","20.026","0.29089551237498",
"9/13/1979","-118.125","33.8768005371094","8","36.474","20.602","0.277219554912521",
"9/14/1979","-118.125","33.8768005371094","8","36.967","21.253","0.310141936271934",
"9/15/1979","-118.125","33.8768005371094","8","41.497","21.839","0.149554734209831",
"9/16/1979","-118.125","33.8768005371094","8","37.951","21.52","0.16545813104222",
"9/17/1979","-118.125","33.8768005371094","8","35.395","20.873","0.314841715686424",
"9/18/1979","-118.125","33.8768005371094","8","36.089","18.616","0.36900360840395",
"9/19/1979","-118.125","33.8768005371094","8","36.6","22.122","0.24207257246387",
"9/20/1979","-118.125","33.8768005371094","8","32.487","18.126","0.382723714493017",
"9/21/1979","-118.125","33.8768005371094","8","29.815","15.245","0.550591256243472",
"9/22/1979","-118.125","33.8768005371094","8","30.887","15.204","0.498344927364038",
"9/23/1979","-118.125","33.8768005371094","8","33.398","17.023","0.396492931722004",
"9/24/1979","-118.125","33.8768005371094","8","28.208","14.701","0.546798410327548",
"9/25/1979","-118.125","33.8768005371094","8","29.776","17.461","0.459729551771255",
"9/26/1979","-118.125","33.8768005371094","8","31.265","16.976","0.38965136624992",
"9/27/1979","-118.125","33.8768005371094","8","29.215","15.156","0.462724124148649",
"9/28/1979","-118.125","33.8768005371094","8","28.705","15.941","0.490728863000885",
"9/29/1979","-118.125","33.8768005371094","8","27.294","16.001","0.544491700255441",
"9/30/1979","-118.125","33.8768005371094","8","26.549","13.741","0.632141580929614",
"10/1/1979","-118.125","33.8768005371094","8","28.386","12.79","0.539290583831319",
"10/2/1979","-118.125","33.8768005371094","8","28.56","13.863","0.584156455490813",
"10/3/1979","-118.125","33.8768005371094","8","32.176","17.244","0.3797699161013",
"10/4/1979","-118.125","33.8768005371094","8","30.779","16.845","0.436093178219819",
"10/5/1979","-118.125","33.8768005371094","8","30.523","15.086","0.480207572316357",
"10/6/1979","-118.125","33.8768005371094","8","29.91","13.371","0.512679290429714",
"10/7/1979","-118.125","33.8768005371094","8","26.656","12.94","0.625346750192127",
"10/8/1979","-118.125","33.8768005371094","8","25.048","12.438","0.643964347313708",
"10/9/1979","-118.125","33.8768005371094","8","27.021","10.872","0.601024490279313",
"10/10/1979","-118.125","33.8768005371094","8","26","11.979","0.659077371804771",
"10/11/1979","-118.125","33.8768005371094","8","24.68","13.017","0.69362472785977",
"10/12/1979","-118.125","33.8768005371094","8","25.399","10.772","0.70621644189325",
"10/13/1979","-118.125","33.8768005371094","8","22.743","12.228","0.798319329344039",
"10/14/1979","-118.125","33.8768005371094","8","23.984","13.467","0.809160545908776",
"10/15/1979","-118.125","33.8768005371094","8","23.907","13.687","0.826252579127427",
"10/16/1979","-118.125","33.8768005371094","8","24.491","13.176","0.754227221123164",
"10/17/1979","-118.125","33.8768005371094","8","24.017","12.229","0.739337102281767",
"10/18/1979","-118.125","33.8768005371094","8","22.327","15.901","0.808944150686365",
"10/19/1979","-118.125","33.8768005371094","8","17.3","15.135","0.885989656953125",
"10/20/1979","-118.125","33.8768005371094","8","21.433","13.537","0.759873728835937",
"10/21/1979","-118.125","33.8768005371094","8","23.593","10.331","0.489395423700925",
"10/22/1979","-118.125","33.8768005371094","8","25.285","12.815","0.47414615748973",
"10/23/1979","-118.125","33.8768005371094","8","25.578","13.725","0.435343146343448",
"10/24/1979","-118.125","33.8768005371094","8","24.495","11.623","0.53447031386584",
"10/25/1979","-118.125","33.8768005371094","8","23.947","11.768","0.559245348941854",
"10/26/1979","-118.125","33.8768005371094","8","23.951","11.962","0.711808517050153",
"10/27/1979","-118.125","33.8768005371094","8","26.919","13.255","0.470661798839104",
"10/28/1979","-118.125","33.8768005371094","8","26.076","13.267","0.258679468315022",
"10/29/1979","-118.125","33.8768005371094","8","22.659","12.011","0.235510972112289",
"10/30/1979","-118.125","33.8768005371094","8","24.953","11.525","0.231290417440803",
"10/31/1979","-118.125","33.8768005371094","8","23.501","11.104","0.386156621690936",
"11/1/1979","-118.125","33.8768005371094","8","24.551","11.37","0.39667992133026",
"11/2/1979","-118.125","33.8768005371094","8","25.164","11.223","0.370363631094618",
"11/3/1979","-118.125","33.8768005371094","8","21.73","9.24599999999998","0.598116176127677",
"11/4/1979","-118.125","33.8768005371094","8","20.04","10.663","0.662976214546341",
"11/5/1979","-118.125","33.8768005371094","8","24.069","10.394","0.378795941880102",
"11/6/1979","-118.125","33.8768005371094","8","24.255","12.838","0.341545588788531",
"11/7/1979","-118.125","33.8768005371094","8","18.361","10.937","0.745705202550401",
"11/8/1979","-118.125","33.8768005371094","8","18.53","10.737","0.791811100463277",
"11/9/1979","-118.125","33.8768005371094","8","18.349","8.97399999999999","0.813824430955101",
"11/10/1979","-118.125","33.8768005371094","8","21.671","9.43299999999999","0.540512009702161",
"11/11/1979","-118.125","33.8768005371094","8","21.242","8.24099999999999","0.524349846786839",
"11/12/1979","-118.125","33.8768005371094","8","26.482","12.247","0.206894323670979",
"11/13/1979","-118.125","33.8768005371094","8","28.448","13.619","0.200863678111334",
"11/14/1979","-118.125","33.8768005371094","8","25.435","14.539","0.188770393470178",
"11/15/1979","-118.125","33.8768005371094","8","27.935","14.435","0.205230002493395",
"11/16/1979","-118.125","33.8768005371094","8","25.722","12.983","0.264756532153555",
"11/17/1979","-118.125","33.8768005371094","8","16.213","9.91699999999997","0.79278447615913",
"11/18/1979","-118.125","33.8768005371094","8","19.545","9.60000000000002","0.581977423322186",
"11/19/1979","-118.125","33.8768005371094","8","17.877","6.791","0.311987152882286",
"11/20/1979","-118.125","33.8768005371094","8","18.998","6.464","0.226976157547316",
"11/21/1979","-118.125","33.8768005371094","8","19.204","7.23200000000003","0.156651406430435",
"11/22/1979","-118.125","33.8768005371094","8","18.31","7.69299999999998","0.264464101155521",
"11/23/1979","-118.125","33.8768005371094","8","21.85","7.37","0.391501403927705",
"11/24/1979","-118.125","33.8768005371094","8","23.208","11.809","0.37477591964567",
"11/25/1979","-118.125","33.8768005371094","8","22.992","11.658","0.487329731806446",
"11/26/1979","-118.125","33.8768005371094","8","21.885","11.047","0.59156092644273",
"11/27/1979","-118.125","33.8768005371094","8","24.246","10.396","0.416251959771994",
"11/28/1979","-118.125","33.8768005371094","8","25.125","12.755","0.162239551552709",
"11/29/1979","-118.125","33.8768005371094","8","25.129","11.962","0.145299727344141",
"11/30/1979","-118.125","33.8768005371094","8","26.918","13.433","0.171484959036293",
"12/1/1979","-118.125","33.8768005371094","8","26.678","13.889","0.20250583569516",
"12/2/1979","-118.125","33.8768005371094","8","24.303","13.782","0.218225741080653",
"12/3/1979","-118.125","33.8768005371094","8","27.405","13.952","0.136193437717985",
"12/4/1979","-118.125","33.8768005371094","8","30.562","15.939","0.125607487003779",
