"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind"
"2/18/1979","151.25","-33.8768005371094","1","22.369","15.746","0","3.20005485153377",
"2/19/1979","151.25","-33.8768005371094","1","24.051","16.596","2.353476996","2.92559460054146",
"2/20/1979","151.25","-33.8768005371094","1","24.383","17.91","2.6298552384","4.1001770667859",
"2/21/1979","151.25","-33.8768005371094","1","24.819","20.278","0.43602012","4.02124569789361",
"2/22/1979","151.25","-33.8768005371094","1","25.16","18.304","0","3.99456113847896",
"2/23/1979","151.25","-33.8768005371094","1","26.101","20.035","0","4.75026284234478",
"2/24/1979","151.25","-33.8768005371094","1","25.474","21.307","0","4.92655619605526",
"2/25/1979","151.25","-33.8768005371094","1","25.761","20.665","0","4.81357197606842",
"2/26/1979","151.25","-33.8768005371094","1","29.752","21.023","0","3.86364206417981",
"2/27/1979","151.25","-33.8768005371094","1","25.31","21.108","0.197410608","4.69724242483306",
"2/28/1979","151.25","-33.8768005371094","1","22.539","19.967","1.9792558584","3.63276645856523",
"3/1/1979","151.25","-33.8768005371094","1","22.853","19.809","1.5174862992","3.49225883468482",
"3/2/1979","151.25","-33.8768005371094","1","28.47","20.707","7.067302452","4.24061136455059",
"3/3/1979","151.25","-33.8768005371094","1","27.111","18.421","9.5546705904","3.68808062664754",
"3/4/1979","151.25","-33.8768005371094","1","19.639","18.579","11.76223734","5.90487138960809",
"3/5/1979","151.25","-33.8768005371094","1","22.876","17.524","0.53215002","4.02553495349974",
"3/6/1979","151.25","-33.8768005371094","1","26.605","17.082","0.405120888","3.13537941769632",
"3/7/1979","151.25","-33.8768005371094","1","22.006","16.837","0.35018892","5.94252936706938",
"3/8/1979","151.25","-33.8768005371094","1","22.9","18.118","0.0720977904","3.12065694258461",
"3/9/1979","151.25","-33.8768005371094","1","24.668","16.865","0","2.15995260489003",
"3/10/1979","151.25","-33.8768005371094","1","23.138","17.293","0","2.2457600928133",
"3/11/1979","151.25","-33.8768005371094","1","24.098","17.093","0","2.24111416068587",
"3/12/1979","151.25","-33.8768005371094","1","23.983","17.705","0","2.27918662738293",
"3/13/1979","151.25","-33.8768005371094","1","24.641","18.047","0.16479504","2.36234589592739",
"3/14/1979","151.25","-33.8768005371094","1","21.345","19.281","3.282164316","3.17392309125146",
"3/15/1979","151.25","-33.8768005371094","1","22.857","18.366","13.65394572","2.2748296128973",
"3/16/1979","151.25","-33.8768005371094","1","24.497","18.986","10.407827664","2.46594716353576",
"3/17/1979","151.25","-33.8768005371094","1","23.047","19.434","12.86430372","1.71114458474448",
"3/18/1979","151.25","-33.8768005371094","1","20.778","18.578","9.667969236","4.88721874762971",
"3/19/1979","151.25","-33.8768005371094","1","20.53","19.679","6.82353432","4.55293468999794",
"3/20/1979","151.25","-33.8768005371094","1","23.048","17.263","0.116729748","2.57147034981057",
"3/21/1979","151.25","-33.8768005371094","1","27.792","18.688","0","4.05292914621869",
"3/22/1979","151.25","-33.8768005371094","1","23.499","19.601","4.6588895424","4.07661464353362",
"3/23/1979","151.25","-33.8768005371094","1","29.66","21.602","1.023102","4.42748134102758",
"3/24/1979","151.25","-33.8768005371094","1","23.6","16.349","0.195693948","6.05559190505421",
"3/25/1979","151.25","-33.8768005371094","1","20.649","15.496","0.41198688","6.74283514243631",
"3/26/1979","151.25","-33.8768005371094","1","22.522","16.581","0.054931644","3.07825579854826",
"3/27/1979","151.25","-33.8768005371094","1","26.996","16.199","0","3.86925153291127",
"3/28/1979","151.25","-33.8768005371094","1","22.021","19.105","5.5206299664","6.78542746653995",
"3/29/1979","151.25","-33.8768005371094","1","19.081","16.554","4.20913728","4.10562213184801",
"3/30/1979","151.25","-33.8768005371094","1","21.607","17.569","3.6769847328","3.45527962153297",
"3/31/1979","151.25","-33.8768005371094","1","22.927","16.734","0.0446319432","4.25721456178591",
"4/1/1979","151.25","-33.8768005371094","1","22.923","18.209","0.109863288","3.21067729586737",
"4/2/1979","151.25","-33.8768005371094","1","26.774","18.064","0.123596208","2.57109540229462",
"4/3/1979","151.25","-33.8768005371094","1","29.356","16.755","0","4.12001710371739",
"4/4/1979","151.25","-33.8768005371094","1","25.351","17.612","0","3.35166762485506",
"4/5/1979","151.25","-33.8768005371094","1","26.579","17.387","0","2.78735892081225",
"4/6/1979","151.25","-33.8768005371094","1","24.169","15.562","0","3.16972938723805",
"4/7/1979","151.25","-33.8768005371094","1","21.959","14.969","0","2.54104581125301",
"4/8/1979","151.25","-33.8768005371094","1","23.013","16.201","1.43165628","2.64074915170712",
"4/9/1979","151.25","-33.8768005371094","1","19.175","16.5","2.986910244","4.42045510025847",
"4/10/1979","151.25","-33.8768005371094","1","20.23","14.38","0.102996828","6.11844952813093",
"4/11/1979","151.25","-33.8768005371094","1","18.957","12.207","0","5.17034632569691",
"4/12/1979","151.25","-33.8768005371094","1","18.264","14.041","0","3.34725653404076",
"4/13/1979","151.25","-33.8768005371094","1","20.047","13.572","0","2.96607602531138",
"4/14/1979","151.25","-33.8768005371094","1","23.69","15.009","0","3.44372027758222",
"4/15/1979","151.25","-33.8768005371094","1","24.239","18.088","0","3.24077759301975",
"4/16/1979","151.25","-33.8768005371094","1","22.473","15.356","1.5449526","3.26886774579369",
"4/17/1979","151.25","-33.8768005371094","1","21.964","16.47","0.127029312","5.16829074651765",
"4/18/1979","151.25","-33.8768005371094","1","20.383","16.297","0.5630490504","3.80722400013393",
"4/19/1979","151.25","-33.8768005371094","1","19.486","14.355","0.0205993656","5.36015670780651",
"4/20/1979","151.25","-33.8768005371094","1","21.147","14.024","0","4.17266237096085",
"4/21/1979","151.25","-33.8768005371094","1","26.474","16.552","0","4.35546660178867",
"4/22/1979","151.25","-33.8768005371094","1","25.933","21.311","0","4.02688312393322",
"4/23/1979","151.25","-33.8768005371094","1","21.056","15.845","2.96287614","3.52000583332795",
"4/24/1979","151.25","-33.8768005371094","1","20.005","13.137","0","2.96422487455199",
"4/25/1979","151.25","-33.8768005371094","1","22.095","12.571","0.600815988","2.85219371396211",
"4/26/1979","151.25","-33.8768005371094","1","21.543","16.662","12.98103408","2.90718691954583",
"4/27/1979","151.25","-33.8768005371094","1","19.983","15.889","1.696014144","4.07543407998092",
"4/28/1979","151.25","-33.8768005371094","1","18.718","13.754","0.81024156","2.54855232386989",
"4/29/1979","151.25","-33.8768005371094","1","19.278","13.571","0.0068664528","3.37527305066999",
"4/30/1979","151.25","-33.8768005371094","1","18.973","16.359","1.0986326424","4.48601211157233",
"5/1/1979","151.25","-33.8768005371094","1","18.02","16.957","35.80165692","3.37852968384322",
"5/2/1979","151.25","-33.8768005371094","1","20.931","16.512","7.24411368","2.51879683658723",
"5/3/1979","151.25","-33.8768005371094","1","24.626","14.841","1.5586870104","3.22446519327216",
"5/4/1979","151.25","-33.8768005371094","1","18.451","14.477","21.37183902","5.37295988744194",
"5/5/1979","151.25","-33.8768005371094","1","16.854","15.22","5.455397304","6.18657159901517",
"5/6/1979","151.25","-33.8768005371094","1","15.875","15.292","2.90794356","5.29034365813655",
"5/7/1979","151.25","-33.8768005371094","1","15.816","14.569","34.4043738","5.38965228905445",
"5/8/1979","151.25","-33.8768005371094","1","15.487","14.478","6.0218815104","6.9607994923132",
"5/9/1979","151.25","-33.8768005371094","1","16.861","14.131","5.9858295048","7.32051714726112",
"5/10/1979","151.25","-33.8768005371094","1","18.551","13.169","1.81274256","4.19543018669868",
"5/11/1979","151.25","-33.8768005371094","1","13.724","11.141","0.1647947664","6.88884196297806",
"5/12/1979","151.25","-33.8768005371094","1","17.214","10.156","0","4.79260661158582",
"5/13/1979","151.25","-33.8768005371094","1","17.2","11.039","0","4.47472417813236",
"5/14/1979","151.25","-33.8768005371094","1","15.432","11.663","0","4.28166439569768",
"5/15/1979","151.25","-33.8768005371094","1","15.644","13.387","1.1432648952","6.23383660251897",
"5/16/1979","151.25","-33.8768005371094","1","16.638","10.981","0.0343323","4.89958023322642",
"5/17/1979","151.25","-33.8768005371094","1","16.983","11.254","0","2.49650167885107",
"5/18/1979","151.25","-33.8768005371094","1","15.82","10.246","1.785278484","3.65562653764292",
"5/19/1979","151.25","-33.8768005371094","1","17.676","11.837","0.36048888","3.69581688357197",
"5/20/1979","151.25","-33.8768005371094","1","16.308","14.435","4.13017308","4.18696016152044",
"5/21/1979","151.25","-33.8768005371094","1","17.359","14.3","4.7824895304","4.62316287459565",
"5/22/1979","151.25","-33.8768005371094","1","14.156","13.122","4.61425752","3.25193299319726",
"5/23/1979","151.25","-33.8768005371094","1","17.488","12.38","0.741577428","1.3789085369735",
"5/24/1979","151.25","-33.8768005371094","1","18.563","11.781","0","2.87123481119426",
"5/25/1979","151.25","-33.8768005371094","1","19.163","13.557","0","2.60470923826822",
"5/26/1979","151.25","-33.8768005371094","1","17.782","14.086","0.0343322856","2.98592836340204",
"5/27/1979","151.25","-33.8768005371094","1","20.758","14.719","0.734710644","5.34181790235672",
"5/28/1979","151.25","-33.8768005371094","1","15.17","11.742","0.2574921744","3.33001987295677",
"5/29/1979","151.25","-33.8768005371094","1","18.815","11.414","0","2.61555123552494",
"5/30/1979","151.25","-33.8768005371094","1","16.27","12.155","2.1972641544","4.14618462713006",
"5/31/1979","151.25","-33.8768005371094","1","15.157","11.51","0.5561826984","6.73620547223031",
"6/1/1979","151.25","-33.8768005371094","1","16.267","14.254","4.078673964","7.68832095586496",
"6/2/1979","151.25","-33.8768005371094","1","15.007","14.38","3.9928450608","5.24975021002217",
"6/3/1979","151.25","-33.8768005371094","1","15.585","11.31","2.7620326512","2.41657516042024",
"6/4/1979","151.25","-33.8768005371094","1","17.069","11.937","0.048065148","1.35253178211867",
"6/5/1979","151.25","-33.8768005371094","1","17.54","10.676","0","2.13358326070859",
"6/6/1979","151.25","-33.8768005371094","1","19.011","11.781","0","1.29876233778122",
"6/7/1979","151.25","-33.8768005371094","1","18.971","12.232","0","2.11214167813309",
"6/8/1979","151.25","-33.8768005371094","1","19.387","12.18","0","2.24841150815453",
"6/9/1979","151.25","-33.8768005371094","1","17.862","11.08","0","3.36569879284497",
"6/10/1979","151.25","-33.8768005371094","1","15.312","7.93599999999998","0","2.10404123150659",
"6/11/1979","151.25","-33.8768005371094","1","16.61","8.637","0","2.27544754142772",
"6/12/1979","151.25","-33.8768005371094","1","16.549","9.74599999999998","0","2.22919063238077",
"6/13/1979","151.25","-33.8768005371094","1","17.212","9.57799999999997","0","1.98226007626507",
"6/14/1979","151.25","-33.8768005371094","1","17.682","9.85899999999998","0","2.78437721161539",
"6/15/1979","151.25","-33.8768005371094","1","17.464","10.256","0","3.21888216703217",
"6/16/1979","151.25","-33.8768005371094","1","16.819","9.39400000000001","0","2.56620802017055",
"6/17/1979","151.25","-33.8768005371094","1","18.992","10.169","0","3.30335847775261",
"6/18/1979","151.25","-33.8768005371094","1","18.817","11.498","0","3.10700302260845",
"6/19/1979","151.25","-33.8768005371094","1","17.253","14.557","0.4566193776","2.78452470633681",
"6/20/1979","151.25","-33.8768005371094","1","17.83","14.451","3.9344830344","2.71103813571061",
"6/21/1979","151.25","-33.8768005371094","1","17.464","16.045","18.75571884","4.86614922770765",
"6/22/1979","151.25","-33.8768005371094","1","17.247","14.94","12.89519748","8.22027585475598",
"6/23/1979","151.25","-33.8768005371094","1","15.177","14.038","3.50704224","6.50623944670333",
"6/24/1979","151.25","-33.8768005371094","1","14.954","11.348","0.144195552","1.95285068886628",
"6/25/1979","151.25","-33.8768005371094","1","15.785","9.618","0.0102996792","2.70608903395346",
"6/26/1979","151.25","-33.8768005371094","1","16.393","12.14","0.0480651984","3.2483042008277",
"6/27/1979","151.25","-33.8768005371094","1","15.806","11.867","0","2.92831624154611",
"6/28/1979","151.25","-33.8768005371094","1","17.499","12.156","0.2574923184","3.66584174737135",
"6/29/1979","151.25","-33.8768005371094","1","13.337","7.88600000000002","0.0205993656","4.42425872315345",
"6/30/1979","151.25","-33.8768005371094","1","13.252","6.166","0","3.52539518852891",
"7/1/1979","151.25","-33.8768005371094","1","17.2","6.60700000000003","0","4.04048094636646",
"7/2/1979","151.25","-33.8768005371094","1","17.784","12.087","0","4.29381801754642",
"7/3/1979","151.25","-33.8768005371094","1","14.899","9.94799999999998","0","5.41529420851694",
"7/4/1979","151.25","-33.8768005371094","1","13.891","8.89699999999999","0.017166132","5.21966057877386",
"7/5/1979","151.25","-33.8768005371094","1","13.772","7.69900000000001","0","3.82980941049448",
"7/6/1979","151.25","-33.8768005371094","1","14.755","5.91000000000003","0","2.35770231569691",
"7/7/1979","151.25","-33.8768005371094","1","15.541","7.096","0","3.27770421666897",
"7/8/1979","151.25","-33.8768005371094","1","17.981","8.96600000000001","0","4.41965590520481",
"7/9/1979","151.25","-33.8768005371094","1","17.151","10.626","0","2.92727667301349",
"7/10/1979","151.25","-33.8768005371094","1","15.931","11.052","0.010299672","4.47675159192173",
"7/11/1979","151.25","-33.8768005371094","1","14.91","10.938","0.0308990448","3.44781139375983",
"7/12/1979","151.25","-33.8768005371094","1","17.024","7.57100000000003","0","3.47837653201645",
"7/13/1979","151.25","-33.8768005371094","1","18.482","9.42000000000002","0","3.48469133665909",
"7/14/1979","151.25","-33.8768005371094","1","15.046","11.967","1.308059964","3.47166143416597",
"7/15/1979","151.25","-33.8768005371094","1","15.146","9.89699999999999","0","2.42195806603685",
"7/16/1979","151.25","-33.8768005371094","1","15.904","9.31099999999998","0","3.59164589933008",
"7/17/1979","151.25","-33.8768005371094","1","18.53","9.02499999999998","0","3.93888928257325",
"7/18/1979","151.25","-33.8768005371094","1","19.086","10.764","0.017166132","3.12779971413379",
"7/19/1979","151.25","-33.8768005371094","1","15.461","10.871","5.79786336","2.54777688392146",
"7/20/1979","151.25","-33.8768005371094","1","16.494","10.462","0.0411987384","2.75936267813705",
"7/21/1979","151.25","-33.8768005371094","1","18.732","11.441","0","3.97298052129628",
"7/22/1979","151.25","-33.8768005371094","1","19.696","14.158","0.207710568","4.28463031087258",
"7/23/1979","151.25","-33.8768005371094","1","15.978","9.68000000000001","0","3.85645399171008",
"7/24/1979","151.25","-33.8768005371094","1","14.173","8.27600000000001","0","3.98785941617128",
"7/25/1979","151.25","-33.8768005371094","1","14.144","10.792","0.2626419384","3.53393839140641",
"7/26/1979","151.25","-33.8768005371094","1","15.207","11.563","5.7489404832","5.76235029019583",
"7/27/1979","151.25","-33.8768005371094","1","14.206","10.219","3.5774228448","4.47046287183514",
"7/28/1979","151.25","-33.8768005371094","1","13.159","8.02699999999999","0","3.43343674524849",
"7/29/1979","151.25","-33.8768005371094","1","13.163","9.95800000000003","4.339603152","4.4027977424833",
"7/30/1979","151.25","-33.8768005371094","1","15.014","9.70800000000003","0","2.58514916214021",
"7/31/1979","151.25","-33.8768005371094","1","15.802","7.64699999999999","0","2.42998828870421",
"8/1/1979","151.25","-33.8768005371094","1","15.357","10.401","0.0274658256","4.30606259594976",
"8/2/1979","151.25","-33.8768005371094","1","14.043","8.63900000000001","0","3.10506691028549",
"8/3/1979","151.25","-33.8768005371094","1","15.373","6.80000000000001","0","3.27523705480556",
"8/4/1979","151.25","-33.8768005371094","1","15.075","7.82100000000003","0","3.10987211659918",
"8/5/1979","151.25","-33.8768005371094","1","15.832","7.76900000000001","0","3.06268389577108",
"8/6/1979","151.25","-33.8768005371094","1","16.743","9.834","0.302124312","3.65836010999022",
"8/7/1979","151.25","-33.8768005371094","1","18.854","13.338","0","3.3700759749612",
"8/8/1979","151.25","-33.8768005371094","1","17.454","10.474","0.0034332264","4.32427395916053",
"8/9/1979","151.25","-33.8768005371094","1","18.009","12.076","0.017166132","4.46779913981396",
"8/10/1979","151.25","-33.8768005371094","1","15.921","10.227","0","4.29543383179938",
"8/11/1979","151.25","-33.8768005371094","1","16.244","12.14","0","4.96304034719406",
"8/12/1979","151.25","-33.8768005371094","1","15.387","11.095","0.305557128","6.77226360288683",
"8/13/1979","151.25","-33.8768005371094","1","13.794","10.194","0.1184464944","7.29388031840603",
"8/14/1979","151.25","-33.8768005371094","1","13.83","7.88600000000002","0","3.97980320897591",
"8/15/1979","151.25","-33.8768005371094","1","17.484","7.62","0","4.22731346683308",
"8/16/1979","151.25","-33.8768005371094","1","18.746","8.38200000000001","0","2.71330945515065",
"8/17/1979","151.25","-33.8768005371094","1","18.196","9.56900000000002","0","2.56217205035943",
"8/18/1979","151.25","-33.8768005371094","1","17.402","13.017","3.7422150048","3.92976250107819",
"8/19/1979","151.25","-33.8768005371094","1","20.646","13.655","1.8625246056","4.11114971755822",
"8/20/1979","151.25","-33.8768005371094","1","19.866","12.077","0","3.31104801045149",
"8/21/1979","151.25","-33.8768005371094","1","16.09","11.861","0.0240325776","5.64574014843143",
"8/22/1979","151.25","-33.8768005371094","1","18.322","7.596","0","3.17719569489619",
"8/23/1979","151.25","-33.8768005371094","1","15.356","11.57","0","5.25827496082073",
"8/24/1979","151.25","-33.8768005371094","1","14.965","9.10000000000002","0.092697156","3.07723215944375",
"8/25/1979","151.25","-33.8768005371094","1","15.323","7.78800000000001","0","2.17583661004963",
"8/26/1979","151.25","-33.8768005371094","1","18.778","9.541","0","3.60729422644859",
"8/27/1979","151.25","-33.8768005371094","1","20.217","12.961","0.8789058","3.88942497408951",
"8/28/1979","151.25","-33.8768005371094","1","16.816","13.433","5.565260412","5.12262539391726",
"8/29/1979","151.25","-33.8768005371094","1","19.018","11.644","0.78449256","3.7410078961709",
"8/30/1979","151.25","-33.8768005371094","1","19.061","7.96600000000001","0.9355545","3.20060774724991",
"8/31/1979","151.25","-33.8768005371094","1","17.827","11.195","0","5.45750531836434",
"9/1/1979","151.25","-33.8768005371094","1","13.903","9.40600000000001","0.0034332264","6.35419341493483",
"9/2/1979","151.25","-33.8768005371094","1","15.716","9.31400000000002","0","2.80998414502954",
"9/3/1979","151.25","-33.8768005371094","1","18.154","12.139","0.0343322568","3.71050635661992",
"9/4/1979","151.25","-33.8768005371094","1","20.701","12.959","1.9964214","5.46701145102003",
"9/5/1979","151.25","-33.8768005371094","1","18.303","12.287","0.0240325992","4.96479112880419",
"9/6/1979","151.25","-33.8768005371094","1","19.321","9.62","0","4.46544940364973",
"9/7/1979","151.25","-33.8768005371094","1","18.237","11.399","0.1853943984","3.2461376568345",
"9/8/1979","151.25","-33.8768005371094","1","20.521","11.97","0","2.99865995420278",
"9/9/1979","151.25","-33.8768005371094","1","22.404","12.788","0","2.71779498153384",
"9/10/1979","151.25","-33.8768005371094","1","22.764","14.035","0","4.33755388228611",
"9/11/1979","151.25","-33.8768005371094","1","20.283","15.437","11.6231949","4.87693519445903",
"9/12/1979","151.25","-33.8768005371094","1","17.963","12.322","3.6761256","5.80884553673665",
"9/13/1979","151.25","-33.8768005371094","1","17.16","10.448","0.51841728","5.17402587163931",
"9/14/1979","151.25","-33.8768005371094","1","14.634","9.78699999999998","0.0514984104","3.14416158152204",
"9/15/1979","151.25","-33.8768005371094","1","18.493","9.35199999999998","0","3.47143095931309",
"9/16/1979","151.25","-33.8768005371094","1","21.115","11.522","0","3.65079188987283",
"9/17/1979","151.25","-33.8768005371094","1","24.723","12.434","0","4.76643509948093",
"9/18/1979","151.25","-33.8768005371094","1","14.69","11.465","0.260925336","1.95236404946431",
"9/19/1979","151.25","-33.8768005371094","1","17.61","10.684","2.1801003408","2.50590842646938",
"9/20/1979","151.25","-33.8768005371094","1","16.577","10.369","0.7947922392","5.16648108181813",
"9/21/1979","151.25","-33.8768005371094","1","15.247","10.501","0.0205993584","2.49438816292814",
"9/22/1979","151.25","-33.8768005371094","1","19.213","9.99700000000001","0","3.4631494622922",
"9/23/1979","151.25","-33.8768005371094","1","17.013","12.525","0.9183886344","6.69219789019952",
"9/24/1979","151.25","-33.8768005371094","1","14.151","12.666","2.495955996","5.53647624158705",
"9/25/1979","151.25","-33.8768005371094","1","16.597","13.231","0.5716329624","3.38755255566774",
"9/26/1979","151.25","-33.8768005371094","1","18.851","14.83","0.195694092","5.41276473000673",
"9/27/1979","151.25","-33.8768005371094","1","21.571","14.175","0","5.23125413966916",
"9/28/1979","151.25","-33.8768005371094","1","21.571","16.575","4.44260124","4.26767912815016",
"9/29/1979","151.25","-33.8768005371094","1","20.915","16.414","1.762962732","4.4724541131244",
"9/30/1979","151.25","-33.8768005371094","1","19.056","13.479","1.9071592056","4.56080634095161",
"10/1/1979","151.25","-33.8768005371094","1","15.485","10.272","0.3793718664","4.47415435903885",
"10/2/1979","151.25","-33.8768005371094","1","16.327","9.31900000000002","0.0068664528","2.86511836576394",
"10/3/1979","151.25","-33.8768005371094","1","19.31","12.463","0.0274658328","4.34438413651014",
"10/4/1979","151.25","-33.8768005371094","1","17.507","15.441","5.977251","4.96595738400243",
"10/5/1979","151.25","-33.8768005371094","1","17.784","13.41","13.8839634","4.76805687051122",
"10/6/1979","151.25","-33.8768005371094","1","19.62","14.217","4.9060816632","5.08853982026664",
"10/7/1979","151.25","-33.8768005371094","1","19.647","12.174","0.0068664528","7.06340271533578",
"10/8/1979","151.25","-33.8768005371094","1","20.463","12.447","0","4.66139064267185",
"10/9/1979","151.25","-33.8768005371094","1","27.671","13.617","0","4.30592711153078",
"10/10/1979","151.25","-33.8768005371094","1","28.724","17.205","0","5.59385398868219",
"10/11/1979","151.25","-33.8768005371094","1","21.942","15.423","0","3.68410709074489",
"10/12/1979","151.25","-33.8768005371094","1","24.236","15.985","0.092697156","5.40443401560987",
"10/13/1979","151.25","-33.8768005371094","1","17.769","12.245","0","5.6143091468061",
"10/14/1979","151.25","-33.8768005371094","1","18.722","9.36500000000001","0","4.31993966481178",
"10/15/1979","151.25","-33.8768005371094","1","22.848","13.172","0","3.58225626560569",
"10/16/1979","151.25","-33.8768005371094","1","17.543","13.876","1.33552566","6.60641273876406",
"10/17/1979","151.25","-33.8768005371094","1","19.696","11.633","0.0549316224","3.38582248581326",
"10/18/1979","151.25","-33.8768005371094","1","21.645","12.602","0","3.38167634495782",
"10/19/1979","151.25","-33.8768005371094","1","22.245","14.006","0","2.260687569513",
"10/20/1979","151.25","-33.8768005371094","1","23.565","14.596","0","2.76864971823407",
"10/21/1979","151.25","-33.8768005371094","1","22.633","16.541","0.068664564","2.8016053281853",
"10/22/1979","151.25","-33.8768005371094","1","24.195","15.384","0.0411987024","4.20068282304133",
"10/23/1979","151.25","-33.8768005371094","1","26.574","19.044","10.869599952","3.63585202121926",
"10/24/1979","151.25","-33.8768005371094","1","23.546","14.412","3.127670316","2.80476245302415",
"10/25/1979","151.25","-33.8768005371094","1","20.299","14.126","0.017166132","3.43222323207129",
"10/26/1979","151.25","-33.8768005371094","1","20.364","15.315","0.212860116","3.33298033753076",
"10/27/1979","151.25","-33.8768005371094","1","25.986","15.411","0.3124238904","3.99858397957793",
"10/28/1979","151.25","-33.8768005371094","1","15.878","12.247","5.064011676","4.25576203851003",
"10/29/1979","151.25","-33.8768005371094","1","17.738","11.003","0.226592784","4.26452055469348",
"10/30/1979","151.25","-33.8768005371094","1","18.127","14.115","0.9544374","3.10667104749518",
"10/31/1979","151.25","-33.8768005371094","1","21.982","12.203","0","4.078818247229",
"11/1/1979","151.25","-33.8768005371094","1","25.601","14.408","0.07896438","3.57127726681217",
"11/2/1979","151.25","-33.8768005371094","1","21.348","16.361","1.1020661568","3.8397611212539",
"11/3/1979","151.25","-33.8768005371094","1","22.731","15.601","1.172447424","2.63054288888835",
